TASK_RULE_ID,TASK_ID,RULE_NAME,RULE_DESCRIPTION,RULE_MODE,START_EXPRESSION,START_EXPRESSION_CONVERT,START_EXPRESSION_ID,START_EXPRESSION_PARAM,END_EXPRESSION,END_EXPRESSION_CONVERT,END_EXPRESSION_ID,END_EXPRESSION_PARAM,JUDGE_EXPRESSION,JUDGE_EXPRESSION_CONVERT,JUDGE_EXPRESSION_ID,JUDGE_EXPRESSION_PARAM,RULE_TYPE,RULE_END_TIME,RBF_BEFORE_TIME,RBF_AFTER_TIME,RULE_SIGNALS,OTHER_SIGNALS
17822,5821,车速_0-60kph,0-60,1,"Debounce(VehSpdAvgDrvn_1>3&&VehSpdAvgDrvn_1<=60,2.5)","Debounce(9,VehSpdAvgDrvn_1>3&&VehSpdAvgDrvn_1<=60,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,CylHd1OtltCoolTemp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,CylHd1OtltCoolTemp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"701495,701910,702083,702401,702440,702459,702460,702569,702649,702666,702881",
17823,5821,发动机转速_5000-6000rpm,5000-6000,1,"Debounce(EngSpd>5000&&EngSpd<=6000,2.5)","Debounce(9,EngSpd>5000&&EngSpd<=6000,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,CylHd1OtltCoolTemp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,CylHd1OtltCoolTemp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"701495,701910,702083,702401,702440,702459,702460,702569,702649,702666,702881",
13884,3781,唤醒冻结函数,唤醒冻结函数,1,,,,,,,,,"Value_Freeze(ECU_Wakeup(97,IBSBatSOC),IBSBatSOC) > 0","Value_Freeze(13,ECU_Wakeup(24,97,IBSBatSOC),IBSBatSOC) > 0",,,1,,600.000,600.000,478711,"478711,478712,480174,480502"
13885,3781,休眠冻结函数,休眠冻结函数,1,,,,,,,,,"Value_Freeze(ECU_Sleep(97,IBSBatSOC), IBSBatSOC) > 0","Value_Freeze(13,ECU_Sleep(26,97,IBSBatSOC), IBSBatSOC) > 0",,,1,,600.000,600.000,478711,"478712,480174,480502"
13886,3781,休眠持续时间,休眠持续时间,1,"Latch_On_With_Reset
(ECU_Sleep(97,IBSBatSOC),
PrplsnSysAtv == 2)","Latch_On_With_Reset
(22,ECU_Sleep(35,97,IBSBatSOC),
PrplsnSysAtv == 2)",,,"Debounce(PrplsnSysAtv == 0 || PrplsnSysAtv == 1, 5)","Debounce(9,PrplsnSysAtv == 0 || PrplsnSysAtv == 1, 5)",,,"ECU_Wakeup(97,IBSBatSOC)","ECU_Wakeup(11,97,IBSBatSOC)",,,1,,600.000,600.000,"478711,480502","478711,480174,480502"
16218,5081,充电时间信号统计80-100,统计充电soc->80-100的的信号,1,"HVBSOC_BatSOC>=80&&(HVBSOC_BatSOC<=100)&&Debounce(HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1","HVBSOC_BatSOC>=80&&(HVBSOC_BatSOC<=100)&&Debounce(50,HiVltgBatPrcdCurr>2,10)&&HiVltgBatChrgCordCnctdIndOn == 1",,,,,,,"range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))","range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))",,,0,,,,"632670,632992,642179,642181,648410,648416,652360",652365
16219,5081,电芯分布统计1_Soc<=30,小电流时电芯电压分布Soc<=30,1,"HVBSOC_BatSOC<=30&&Debounce(HiVltgBatPrcdCurr>-4&&HiVltgBatPrcdCurr<2,120)","HVBSOC_BatSOC<=30&&Debounce(28,HiVltgBatPrcdCurr>-4&&HiVltgBatPrcdCurr<2,120)",,,,,,,"range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))","range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))",,,0,,,,"632670,632992,642179,642181,648410,648416",
16220,5081,电芯分布统计2_Soc->30-80,小电流时电芯电压分布Soc->30-80,1,"HVBSOC_BatSOC>=30&&HVBSOC_BatSOC<=80&&Debounce(HiVltgBatPrcdCurr>-4&&HiVltgBatPrcdCurr<2,120)","HVBSOC_BatSOC>=30&&HVBSOC_BatSOC<=80&&Debounce(47,HiVltgBatPrcdCurr>-4&&HiVltgBatPrcdCurr<2,120)",,,,,,,"range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))","range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))",,,0,,,,"632670,632992,642179,642181,648410,648416",
16221,5081,电芯分布统计3_Soc->80-100,小电流时电芯电压分布Soc->80-100,1,"HVBSOC_BatSOC>=80&&HVBSOC_BatSOC<=100&&Debounce(HiVltgBatPrcdCurr>-4&&HiVltgBatPrcdCurr<2,120)","HVBSOC_BatSOC>=80&&HVBSOC_BatSOC<=100&&Debounce(48,HiVltgBatPrcdCurr>-4&&HiVltgBatPrcdCurr<2,120)",,,,,,,"range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))","range_max_min(HiVltgBatPrcdCurr,HVBSOC_BatSOC,HiVltgBatAvgTemp,OtsAirTmpCrVal,HiVltgBatMinCellVltg,HiVltgBatMaxCellVltg,abs(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg))",,,0,,,,"648416,632992,642179,632670,648410,642181",
17824,5821,发动机转速_4000-5000rpm,4000-5000,1,"Debounce(EngSpd>4000&&EngSpd<=5000,2.5)","Debounce(9,EngSpd>4000&&EngSpd<=5000,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,CylHd1OtltCoolTemp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,CylHd1OtltCoolTemp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"701495,701910,702083,702401,702440,702459,702460,702569,702649,702666,702881",
16930,5301,发动机扭矩_150-200nm,150-200,1,"Debounce(EngActStdyStTorq_2>150&&EngActStdyStTorq_2<=200,2.5)","Debounce(9,EngActStdyStTorq_2>150&&EngActStdyStTorq_2<=200,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16931,5301,发动机扭矩_90-150nm,90-150,1,"Debounce(EngActStdyStTorq_2>90&&EngActStdyStTorq_2<=150,2.5)","Debounce(9,EngActStdyStTorq_2>90&&EngActStdyStTorq_2<=150,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16932,5301,发动机扭矩_60-90nm,60-90,1,"Debounce(EngActStdyStTorq_2>60&&EngActStdyStTorq_2<=90,2.5)","Debounce(9,EngActStdyStTorq_2>60&&EngActStdyStTorq_2<=90,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16933,5301,发动机扭矩_30-60nm,30-60,1,"Debounce(EngActStdyStTorq_2>30&&EngActStdyStTorq_2<=60,2.5)","Debounce(9,EngActStdyStTorq_2>30&&EngActStdyStTorq_2<=60,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16934,5301,发动机扭矩_0-30nm,0-30,1,"Debounce(EngActStdyStTorq_2>0&&EngActStdyStTorq_2<=30,2.5)","Debounce(9,EngActStdyStTorq_2>0&&EngActStdyStTorq_2<=30,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16935,5301,发动机扭矩_小于0,扭矩小于0,1,"Debounce(EngActStdyStTorq_2<=0,2.5)","Debounce(9,EngActStdyStTorq_2<=0,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16936,5301,车速_120-180kph,120-180,1,"Debounce(VehSpdAvgDrvn_1>120&&VehSpdAvgDrvn_1<=180,2.5)","Debounce(9,VehSpdAvgDrvn_1>120&&VehSpdAvgDrvn_1<=180,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16937,5301,车速_90-120kph,90-120,1,"Debounce(VehSpdAvgDrvn_1>90&&VehSpdAvgDrvn_1<=120,2.5)","Debounce(9,VehSpdAvgDrvn_1>90&&VehSpdAvgDrvn_1<=120,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16938,5301,车速_60-90kph,60-90,1,"Debounce(VehSpdAvgDrvn_1>60&&VehSpdAvgDrvn_1<=90,2.5)","Debounce(9,VehSpdAvgDrvn_1>60&&VehSpdAvgDrvn_1<=90,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16939,5301,车速_0-60kph,0-60,1,"Debounce(VehSpdAvgDrvn_1>3&&VehSpdAvgDrvn_1<=60,2.5)","Debounce(9,VehSpdAvgDrvn_1>3&&VehSpdAvgDrvn_1<=60,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16940,5301,发动机转速_5000-6000rpm,5000-6000,1,"Debounce(EngSpd>5000&&EngSpd<=6000,2.5)","Debounce(9,EngSpd>5000&&EngSpd<=6000,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16941,5301,发动机转速_4000-5000rpm,4000-5000,1,"Debounce(EngSpd>4000&&EngSpd<=5000,2.5)","Debounce(9,EngSpd>4000&&EngSpd<=5000,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16942,5301,发动机转速_3000-4000rpm,3000-4000,1,"Debounce(EngSpd>3000&&EngSpd<=4000,2.5)","Debounce(9,EngSpd>3000&&EngSpd<=4000,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
16943,5301,发动机转速_2000-3000rpm,2000-3000,1,"Debounce(EngSpd>2000&&EngSpd<=3000,2.5)","Debounce(9,EngSpd>2000&&EngSpd<=3000,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq_2,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccActPos,HVBSOC_BatSOC)",,,0,,,,"538086,538892,538896,538935,539462,539913,540236,540273,540813,540814",
17007,4761,PCV阀工作位置,PCV阀工作位置,1,BattThrmCndngEnblSt!=0&&BattThrmCndngEnblSt!=6,BattThrmCndngEnblSt!=0&&BattThrmCndngEnblSt!=6,,,,,,,"Debounce(EdgeRising(PECVPstnFdbk>150),6)||
EdgeRising(EngSpd_1>300&&PECVPstnFdbk>108)","Debounce(9,EdgeRising(20,PECVPstnFdbk>150),6)||
EdgeRising(58,EngSpd_1>300&&PECVPstnFdbk>108)",,,2,,600.000,600.000,"691140,701297,722190","690088,690750,690751,690752,690941,690945,690947,690948,690949,690959,690960,690961,690963,690971,690981,690996,690997,690998,690999,691000,691064,691065,691072,691073,691074,691081,691082,691083,691092,691095,691102,691103,691113,691114,691117,691130,691131,691132,691133,691134,691135,691136,691137,691138,691140,691141,691142,691143,691145,691148,691149,691154,691155,691156,691157,691167,691170,691187,691190,691193,691272,691275,691288,691501,691519,691523,691582,691913,691914,691916,691917,691918,691923,691924,691925,691926,691927,691928,691932,691939,691943,691948,691951,691953,691955,691956,691961,691988,691989,691991,691995,692003,692005,692006,692007,692008,692009,692018,692019,692020,692025,694275,694276,694278,694281,694302,694458,695183,695185,695186,695187,695188,695189,696087,696088,696090,701040,701055,701057,701063,701097,701100,701102,701103,701105,701106,701114,701116,701160,701174,701201,701202,701279,701282,701283,701286,701287,701288,701297,701299,701338,701340,701342,701346,701357,701495,701499,701500,701850,702114,702358,702386,702649,703151,703152,703191,703206,703207,703211,703215,703220,703221,703222,703224,703230,703231,703233,703238,703240,703241,703242,703244,703247,703266,703267,703268,703269,703270,703271,703272,703273,703601,703602,703665,703673,703674,704161,704163,704174,704175,704236,704296,720793,720807,720822,720825,722050,722051,722054,722055,722057,722058,722059,722107,722108,722109,722110,722111,722112,722114,722115,722116,722119,722121,722123,722124,722126,722128,722133,722134,722135,722139,722140,722142,722143,722144,722145,722146,722148,722150,722152,722153,722154,722155,722170,722171,722172,722173,722174,722175,722176,722178,722180,722181,722182,722183,722184,722185,722186,722187,722188,722190,722192,722213,725141,725392"
16524,5143,车辆基本信息_发动机启动,记录发动机启动时车辆基本信息,1,PrplsnSysAtv == 1 && HybEngStrtStopStat==1,PrplsnSysAtv == 1 && HybEngStrtStopStat==1,,,,,,,"range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"480048,480357,480408,480502,480523,480586,481720,490406,496893,496975,497458,497459",
13333,3342,休眠持续时间_WakeUp,休眠持续时间,1,"Latch_On_With_Reset
(ECU_Sleep(97,LIB1StatOfChrg),
PrplsnSysAtv == 2)","Latch_On_With_Reset
(22,ECU_Sleep(35,97,LIB1StatOfChrg),
PrplsnSysAtv == 2)",,,"Debounce(PrplsnSysAtv == 0 || PrplsnSysAtv == 1, 5)","Debounce(9,PrplsnSysAtv == 0 || PrplsnSysAtv == 1, 5)",,,"ECU_Wakeup(97,LIB1StatOfChrg)","ECU_Wakeup(11,97,LIB1StatOfChrg)",,,1,,600.000,600.000,"254930,246275","254930,254934,254954,254955,254963,254969,254987,255001,255035,246275,253871,253872,253873,253874"
13334,3342,休眠-数据冻结函数,休眠-数据冻结函数,1,,,,,,,,,"Value_Freeze(ECU_Sleep(97,LIB1StatOfChrg), LIB1StatOfChrg) >= 0","Value_Freeze(13,ECU_Sleep(26,97,LIB1StatOfChrg), LIB1StatOfChrg) >= 0",,,1,,600.000,600.000,254930,"254930,254934,254954,254955,254963,254969,254987,255001,255035,246275,253871,253872,253873,253874"
13335,3342,唤醒-数据冻结函数,唤醒-数据冻结函数,1,,,,,,,,,"Value_Freeze(ECU_Wakeup(97,LIB1StatOfChrg), LIB1StatOfChrg) >= 0","Value_Freeze(13,ECU_Wakeup(24,97,LIB1StatOfChrg), LIB1StatOfChrg) >= 0",,,1,,600.000,600.000,254930,"254930,254934,254954,254955,254963,254969,254987,255001,255035,246275,253871,253872,253873,253874"
13476,3441,四驱诊断监控,四驱诊断监控,1,"Debounce(PrplsnSysAtv==1, 5)","Debounce(9,PrplsnSysAtv==1, 5)",,,,,,,"Enum(VeVTAR_e_DratSt,'1|2|3|4|5|6|7|8|9|10')","Enum(VeVTAR_e_DratSt,'1|2|3|4|5|6|7|8|9|10')",,,1,,600.000,600.000,"274008,194262","193539,193573,193963,193967,193968,193971,194000,194003,194310,196235,196265,196282,196877,199654,200778,201311,201312,201313,201314,203715,203716,273576,273585,273587,273588"
13477,3441,参考车速&ASRR防滑性能监控,参考车速&ASRR防滑性能监控,1,"PrplsnSysAtv ==1
&&ElcTransRngPriAuth==4
&&PrplSysRefVehSpd<200
&&(PriAxlTqRqRspTyp==0&&Enum(VMCActSts, '0|1|3|5')||
SecAxlTqRqRspTyp==0&&Enum(VMCActSts, '0|1|4|5|'))","PrplsnSysAtv ==1
&&ElcTransRngPriAuth==4
&&PrplSysRefVehSpd<200
&&(PriAxlTqRqRspTyp==0&&Enum(VMCActSts, '0|1|3|5')||
SecAxlTqRqRspTyp==0&&Enum(VMCActSts, '0|1|4|5|'))",,,,,,,"Debounce(abs(PrplSysRefVehSpd-(WhlAngVelLRrAuth+
WhlAngVelRRrAuth)*8.3918/2)>8,3)||Debounce(abs(PrplSysRefVehSpd
-(WhlAngVelLFrtAuth+WhlAngVelRFrtAuth)*8.3918/2)>8,3)","Debounce(9,abs(PrplSysRefVehSpd-(WhlAngVelLRrAuth+
WhlAngVelRRrAuth)*8.3918/2)>8,3)||Debounce(95,abs(PrplSysRefVehSpd
-(WhlAngVelLFrtAuth+WhlAngVelRFrtAuth)*8.3918/2)>8,3)",,,1,,60.000,60.000,"193963,193967,193968,193971,194000,194003,194262,194937,198157,198159","178880,178910,178911,184215,184217,184286,193539,193543,193573,193823,193963,193967,193971,193994,194000,194003,194004,194283,194310,196029,196193,196243,196245,196280,196282,196283,196877,198159,199632,199654,199664,200952,203606,203621,203715,203716,212842,212845,212846,212847,370782,370790,370791,370793,370794"
13478,3441,四驱未正常启动_低附未激活ASRR_后轴平均轮速与参考车速作差,低附未激活ASRR,1,"((WhlAngVelLRrAuth+WhlAngVelRRrAuth)*8.3918/2-PrplSysRefVehSpd)>10
&&
PrplSysRefVehSpd<200
&&
SecAxlTqRqRspTyp==0
","((WhlAngVelLRrAuth+WhlAngVelRRrAuth)*8.3918/2-PrplSysRefVehSpd)>10
&&
PrplSysRefVehSpd<200
&&
SecAxlTqRqRspTyp==0
",,,,,,,"(SecAxlTqRqRspTyp==0&&Enum(VMCActSts, '0|1|2|6|7|8|9|'))","(SecAxlTqRqRspTyp==0&&Enum(VMCActSts, '0|1|2|6|7|8|9|'))",,,1,,60.000,60.000,"193968,193971,194003,198157,198159","178880,178910,178911,184215,184217,184286,193539,193543,193573,193823,194121,194283,196029,196245,196283,196877,199632,212842,212845,212846,212847,258990"
13479,3441,四驱未正常启动_低附未激活ASRR_前轴平均轮速与参考车速作差,低附未激活ASRR,1,"(WhlAngVelLFrtAuth+WhlAngVelRFrtAuth)*8.3918/2-PrplSysRefVehSpd>10
&&
PrplSysRefVehSpd<200
&&
PriAxlTqRqRspTyp==0","(WhlAngVelLFrtAuth+WhlAngVelRFrtAuth)*8.3918/2-PrplSysRefVehSpd>10
&&
PrplSysRefVehSpd<200
&&
PriAxlTqRqRspTyp==0",,,,,,,"(PriAxlTqRqRspTyp==0&&Enum(VMCActSts, '0|1|2|6|7|8|9|'))
","(PriAxlTqRqRspTyp==0&&Enum(VMCActSts, '0|1|2|6|7|8|9|'))
",,,1,,60.000,60.000,"193963,193967,194000,198157,198159","178880,178910,178911,184215,184217,184286,193539,193543,193573,193823,194121,194283,196029,196245,196283,196877,199632,212842,212845,212846,212847,258990"
13480,3441,不该启动四驱时启动_高附路面触发ASRR,高附路面触发ASRR,1,"Debounce(abs((WhlAngVelLRrAuth+WhlAngVelRRrAuth)*8.3918/2-
(WhlAngVelLFrtAuth+WhlAngVelRFrtAuth)*8.3918/2) <= 10, 2)
&&
PrplSysRefVehSpd<200","Debounce(9,abs((WhlAngVelLRrAuth+WhlAngVelRRrAuth)*8.3918/2-
(WhlAngVelLFrtAuth+WhlAngVelRFrtAuth)*8.3918/2) <= 10, 2)
&&
PrplSysRefVehSpd<200",,,,,,,"((PriAxlTqRqRspTyp==0&&Enum(VMCActSts,'3|5|'))
||
(SecAxlTqRqRspTyp==0&&Enum(VMCActSts,'4|5|')))
&&
Debounce(SecAxlTqRqRspTyp==0 && PriAxlTqRqRspTyp==0 , 0.05)
","((PriAxlTqRqRspTyp==0&&Enum(VMCActSts,'3|5|'))
||
(SecAxlTqRqRspTyp==0&&Enum(VMCActSts,'4|5|')))
&&
Debounce(113,SecAxlTqRqRspTyp==0 && PriAxlTqRqRspTyp==0 , 0.05)
",,,1,,60.000,60.000,"193963,193967,193968,193971,194000,194003,198157,198159","178880,178910,178911,184215,184217,184286,193539,193543,193573,193823,194121,194283,196029,196245,196283,196877,199632,212842,212845,212846,212847,258990"
13481,3441,不该启动四驱时启动_驶出弯道路面应不触发VDCR,驶出弯道路面应不触发VDCR,1,"(Debounce(diff(StrWhAng)>0&&StrWhAng<0, 0.2) || 
Debounce(diff(StrWhAng)<0&&StrWhAng>0, 0.2)
)
&& 
abs(StrWhAng) < 100","(Debounce(10,diff(15,StrWhAng)>0&&StrWhAng<0, 0.2) || 
Debounce(65,diff(67,StrWhAng)<0&&StrWhAng>0, 0.2)
)
&& 
abs(StrWhAng) < 100",,,,,,,"Enum(VMCActSts,'2')
&&PriAxlTqRqRspTyp==0
&&SecAxlTqRqRspTyp==0","Enum(VMCActSts,'2')
&&PriAxlTqRqRspTyp==0
&&SecAxlTqRqRspTyp==0",,,1,,60.000,60.000,"194000,194003,194310,198159","178880,178910,178911,184215,184217,184286,193539,193543,193573,193823,194121,194283,196029,196245,196283,196877,199632,212842,212845,212846,212847,258990"
